Comparison,Network,Edge threshold,Measure,Cell,Jaccard Distance
Adult/L4,all,all,homologous,ADFL,0.5714285714285714
Adult/L4,all,all,homologous,ADLL,0.6029411764705882
Adult/L4,all,all,homologous,AFDL,0.6333333333333333
Adult/L4,all,all,homologous,AIAL,0.6326530612244898
Adult/L4,all,all,homologous,AIBL,0.71875
Adult/L4,all,all,homologous,AIML,0.6923076923076923
Adult/L4,all,all,homologous,AINL,0.6153846153846154
Adult/L4,all,all,homologous,AIYL,0.6440677966101694
Adult/L4,all,all,homologous,AIZL,0.696969696969697
Adult/L4,all,all,homologous,ALML,0.6
Adult/L4,all,all,homologous,ALNL,0.5319148936170213
Adult/L4,all,all,homologous,ASEL,0.62
Adult/L4,all,all,homologous,ASGL,0.5517241379310345
Adult/L4,all,all,homologous,ASHL,0.6491228070175439
Adult/L4,all,all,homologous,ASIL,0.7567567567567568
Adult/L4,all,all,homologous,ASJL,0.627906976744186
Adult/L4,all,all,homologous,ASKL,0.4186046511627907
Adult/L4,all,all,homologous,AUAL,0.6909090909090909
Adult/L4,all,all,homologous,AVAL,0.75
Adult/L4,all,all,homologous,AVBL,0.67
Adult/L4,all,all,homologous,AVDL,0.65625
Adult/L4,all,all,homologous,AVEL,0.7777777777777778
Adult/L4,all,all,homologous,AVFL,0.5737704918032787
Adult/L4,all,all,homologous,AVHL,0.6282051282051282
Adult/L4,all,all,homologous,AVJL,0.6438356164383562
Adult/L4,all,all,homologous,AVKL,0.5641025641025641
Adult/L4,all,all,homologous,AWAL,0.6571428571428571
Adult/L4,all,all,homologous,AWBL,0.6326530612244898
Adult/L4,all,all,homologous,AWCL,0.5245901639344263
Adult/L4,all,all,homologous,BAGL,0.6233766233766234
Adult/L4,all,all,homologous,BDUL,0.5777777777777777
Adult/L4,all,all,homologous,CEPDL,0.6119402985074627
Adult/L4,all,all,homologous,CEPVL,0.6825396825396826
Adult/L4,all,all,homologous,FLPL,0.5416666666666666
Adult/L4,all,all,homologous,IL1DL,0.5833333333333334
Adult/L4,all,all,homologous,IL1L,0.76
Adult/L4,all,all,homologous,IL1VL,0.5909090909090909
Adult/L4,all,all,homologous,IL2DL,0.6086956521739131
Adult/L4,all,all,homologous,IL2L,0.6326530612244898
Adult/L4,all,all,homologous,IL2VL,0.7631578947368421
Adult/L4,all,all,homologous,OLLL,0.7246376811594203
Adult/L4,all,all,homologous,OLQDL,0.7115384615384616
Adult/L4,all,all,homologous,OLQVL,0.74
Adult/L4,all,all,homologous,PVCL,0.5138888888888888
Adult/L4,all,all,homologous,PVPL,0.49056603773584906
Adult/L4,all,all,homologous,PVQL,0.43243243243243246
Adult/L4,all,all,homologous,RIAL,0.7191011235955056
Adult/L4,all,all,homologous,RIBL,0.7215189873417721
Adult/L4,all,all,homologous,RICL,0.7142857142857143
Adult/L4,all,all,homologous,RIFL,0.7
Adult/L4,all,all,homologous,RIGL,0.7105263157894737
Adult/L4,all,all,homologous,RIML,0.7752808988764045
Adult/L4,all,all,homologous,RIPL,0.525
Adult/L4,all,all,homologous,RIVL,0.6704545454545454
Adult/L4,all,all,homologous,RMDDL,0.6891891891891891
Adult/L4,all,all,homologous,RMDL,0.8082191780821918
Adult/L4,all,all,homologous,RMDVL,0.704225352112676
Adult/L4,all,all,homologous,RMEL,0.4189189189189189
Adult/L4,all,all,homologous,RMFL,0.475
Adult/L4,all,all,homologous,RMGL,0.7272727272727273
Adult/L4,all,all,homologous,RMHL,0.6578947368421053
Adult/L4,all,all,homologous,SAADL,0.703125
Adult/L4,all,all,homologous,SAAVL,0.5882352941176471
Adult/L4,all,all,homologous,SDQL,0.5081967213114754
Adult/L4,all,all,homologous,SIADL,0.7125
Adult/L4,all,all,homologous,SIAVL,0.6103896103896104
Adult/L4,all,all,homologous,SIBDL,0.6129032258064516
Adult/L4,all,all,homologous,SIBVL,0.6764705882352942
Adult/L4,all,all,homologous,SMBDL,0.6627906976744186
Adult/L4,all,all,homologous,SMBVL,0.691358024691358
Adult/L4,all,all,homologous,SMDDL,0.6712328767123288
Adult/L4,all,all,homologous,SMDVL,0.7108433734939759
Adult/L4,all,all,homologous,URADL,0.46875
Adult/L4,all,all,homologous,URAVL,0.5813953488372093
Adult/L4,all,all,homologous,URBL,0.6363636363636364
Adult/L4,all,all,homologous,URXL,0.7183098591549296
Adult/L4,all,all,homologous,URYDL,0.5882352941176471
Adult/L4,all,all,homologous,URYVL,0.7288135593220338
Adult/L4,all,all,proximal,ADAL,0.4782608695652174
Adult/L4,all,all,proximal,ADAR,0.51
Adult/L4,all,all,proximal,ADEL,0.43333333333333335
Adult/L4,all,all,proximal,ADER,0.43478260869565216
Adult/L4,all,all,proximal,ADFL,0.5606060606060606
Adult/L4,all,all,proximal,ADFR,0.5769230769230769
Adult/L4,all,all,proximal,ADLL,0.5211267605633803
Adult/L4,all,all,proximal,ADLR,0.4731182795698925
Adult/L4,all,all,proximal,AFDL,0.4423076923076923
Adult/L4,all,all,proximal,AFDR,0.37254901960784315
Adult/L4,all,all,proximal,AIAL,0.5434782608695652
Adult/L4,all,all,proximal,AIAR,0.5526315789473685
Adult/L4,all,all,proximal,AIBL,0.4700854700854701
Adult/L4,all,all,proximal,AIBR,0.4793388429752066
Adult/L4,all,all,proximal,AIML,0.47058823529411764
Adult/L4,all,all,proximal,AIMR,0.4383561643835616
Adult/L4,all,all,proximal,AINL,0.46153846153846156
Adult/L4,all,all,proximal,AINR,0.391304347826087
Adult/L4,all,all,proximal,AIYL,0.5
Adult/L4,all,all,proximal,AIYR,0.46774193548387094
Adult/L4,all,all,proximal,AIZL,0.5606060606060606
Adult/L4,all,all,proximal,AIZR,0.43478260869565216
Adult/L4,all,all,proximal,ALA,0.3875
Adult/L4,all,all,proximal,ALML,0.4230769230769231
Adult/L4,all,all,proximal,ALMR,0.43478260869565216
Adult/L4,all,all,proximal,ALNL,0.4714285714285714
Adult/L4,all,all,proximal,ALNR,0.36231884057971014
Adult/L4,all,all,proximal,AQR,0.5205479452054794
Adult/L4,all,all,proximal,ASEL,0.47692307692307695
Adult/L4,all,all,proximal,ASER,0.5205479452054794
Adult/L4,all,all,proximal,ASGL,0.4473684210526316
Adult/L4,all,all,proximal,ASGR,0.5526315789473685
Adult/L4,all,all,proximal,ASHL,0.5211267605633803
Adult/L4,all,all,proximal,ASHR,0.5072463768115942
Adult/L4,all,all,proximal,ASIL,0.4222222222222222
Adult/L4,all,all,proximal,ASIR,0.484375
Adult/L4,all,all,proximal,ASJL,0.40298507462686567
Adult/L4,all,all,proximal,ASJR,0.4716981132075472
Adult/L4,all,all,proximal,ASKL,0.5434782608695652
Adult/L4,all,all,proximal,ASKR,0.4716981132075472
Adult/L4,all,all,proximal,AUAL,0.4423076923076923
Adult/L4,all,all,proximal,AUAR,0.48214285714285715
Adult/L4,all,all,proximal,AVAL,0.5754716981132075
Adult/L4,all,all,proximal,AVAR,0.5862068965517241
Adult/L4,all,all,proximal,AVBL,0.5
Adult/L4,all,all,proximal,AVBR,0.5371900826446281
Adult/L4,all,all,proximal,AVDL,0.543859649122807
Adult/L4,all,all,proximal,AVDR,0.543859649122807
Adult/L4,all,all,proximal,AVEL,0.47107438016528924
Adult/L4,all,all,proximal,AVER,0.46017699115044247
Adult/L4,all,all,proximal,AVFL,0.5142857142857142
Adult/L4,all,all,proximal,AVFR,0.5142857142857142
Adult/L4,all,all,proximal,AVHL,0.44871794871794873
Adult/L4,all,all,proximal,AVHR,0.5217391304347826
Adult/L4,all,all,proximal,AVJL,0.5212765957446809
Adult/L4,all,all,proximal,AVJR,0.5217391304347826
Adult/L4,all,all,proximal,AVKL,0.5393258426966292
Adult/L4,all,all,proximal,AVKR,0.5393258426966292
Adult/L4,all,all,proximal,AVL,0.6619718309859155
Adult/L4,all,all,proximal,AVM,0.45161290322580644
Adult/L4,all,all,proximal,AWAL,0.5625
Adult/L4,all,all,proximal,AWAR,0.5306122448979592
Adult/L4,all,all,proximal,AWBL,0.5625
Adult/L4,all,all,proximal,AWBR,0.5769230769230769
Adult/L4,all,all,proximal,AWCL,0.5909090909090909
Adult/L4,all,all,proximal,AWCR,0.5909090909090909
Adult/L4,all,all,proximal,BAGL,0.4305555555555556
Adult/L4,all,all,proximal,BAGR,0.39080459770114945
Adult/L4,all,all,proximal,BDUL,0.4915254237288136
Adult/L4,all,all,proximal,BDUR,0.417910447761194
Adult/L4,all,all,proximal,CEPDL,0.4925373134328358
Adult/L4,all,all,proximal,CEPDR,0.6142857142857143
Adult/L4,all,all,proximal,CEPVL,0.4
Adult/L4,all,all,proximal,CEPVR,0.42857142857142855
Adult/L4,all,all,proximal,DVA,0.6017699115044248
Adult/L4,all,all,proximal,DVC,0.5217391304347826
Adult/L4,all,all,proximal,FLPL,0.47058823529411764
Adult/L4,all,all,proximal,FLPR,0.47058823529411764
Adult/L4,all,all,proximal,IL1DL,0.5178571428571429
Adult/L4,all,all,proximal,IL1DR,0.5967741935483871
Adult/L4,all,all,proximal,IL1L,0.5490196078431373
Adult/L4,all,all,proximal,IL1R,0.44871794871794873
Adult/L4,all,all,proximal,IL1VL,0.7045454545454546
Adult/L4,all,all,proximal,IL1VR,0.7857142857142857
Adult/L4,all,all,proximal,IL2DL,0.5636363636363636
Adult/L4,all,all,proximal,IL2DR,0.6101694915254238
Adult/L4,all,all,proximal,IL2L,0.5490196078431373
Adult/L4,all,all,proximal,IL2R,0.44642857142857145
Adult/L4,all,all,proximal,IL2VL,0.7380952380952381
Adult/L4,all,all,proximal,IL2VR,0.8
Adult/L4,all,all,proximal,OLLL,0.4782608695652174
Adult/L4,all,all,proximal,OLLR,0.44871794871794873
Adult/L4,all,all,proximal,OLQDL,0.5636363636363636
Adult/L4,all,all,proximal,OLQDR,0.6142857142857143
Adult/L4,all,all,proximal,OLQVL,0.6031746031746031
Adult/L4,all,all,proximal,OLQVR,0.6451612903225806
Adult/L4,all,all,proximal,PVCL,0.5584415584415584
Adult/L4,all,all,proximal,PVCR,0.5584415584415584
Adult/L4,all,all,proximal,PVPL,0.36923076923076925
Adult/L4,all,all,proximal,PVPR,0.5205479452054794
Adult/L4,all,all,proximal,PVQL,0.5294117647058824
Adult/L4,all,all,proximal,PVQR,0.40425531914893614
Adult/L4,all,all,proximal,PVT,0.6619718309859155
Adult/L4,all,all,proximal,RIAL,0.44660194174757284
Adult/L4,all,all,proximal,RIAR,0.45714285714285713
Adult/L4,all,all,proximal,RIBL,0.46078431372549017
Adult/L4,all,all,proximal,RIBR,0.4375
Adult/L4,all,all,proximal,RICL,0.6283185840707964
Adult/L4,all,all,proximal,RICR,0.6283185840707964
Adult/L4,all,all,proximal,RID,0.5289256198347108
Adult/L4,all,all,proximal,RIFL,0.5131578947368421
Adult/L4,all,all,proximal,RIFR,0.5072463768115942
Adult/L4,all,all,proximal,RIGL,0.4485981308411215
Adult/L4,all,all,proximal,RIGR,0.45794392523364486
Adult/L4,all,all,proximal,RIH,0.47619047619047616
Adult/L4,all,all,proximal,RIML,0.5089285714285714
Adult/L4,all,all,proximal,RIMR,0.4948453608247423
Adult/L4,all,all,proximal,RIPL,0.3584905660377358
Adult/L4,all,all,proximal,RIPR,0.3829787234042553
Adult/L4,all,all,proximal,RIR,0.4298245614035088
Adult/L4,all,all,proximal,RIS,0.45652173913043476
Adult/L4,all,all,proximal,RIVL,0.5888888888888889
Adult/L4,all,all,proximal,RIVR,0.5319148936170213
Adult/L4,all,all,proximal,RMDDL,0.5411764705882353
Adult/L4,all,all,proximal,RMDDR,0.5308641975308642
Adult/L4,all,all,proximal,RMDL,0.5747126436781609
Adult/L4,all,all,proximal,RMDR,0.5747126436781609
Adult/L4,all,all,proximal,RMDVL,0.5308641975308642
Adult/L4,all,all,proximal,RMDVR,0.5411764705882353
Adult/L4,all,all,proximal,RMED,0.6103896103896104
Adult/L4,all,all,proximal,RMEL,0.5483870967741935
Adult/L4,all,all,proximal,RMER,0.5932203389830508
Adult/L4,all,all,proximal,RMEV,0.6103896103896104
Adult/L4,all,all,proximal,RMFL,0.42857142857142855
Adult/L4,all,all,proximal,RMFR,0.42857142857142855
Adult/L4,all,all,proximal,RMGL,0.5862068965517241
Adult/L4,all,all,proximal,RMGR,0.5
Adult/L4,all,all,proximal,RMHL,0.5048543689320388
Adult/L4,all,all,proximal,RMHR,0.5196078431372549
Adult/L4,all,all,proximal,SAADL,0.4594594594594595
Adult/L4,all,all,proximal,SAADR,0.5161290322580645
Adult/L4,all,all,proximal,SAAVL,0.53125
Adult/L4,all,all,proximal,SAAVR,0.5121951219512195
Adult/L4,all,all,proximal,SABD,0.2777777777777778
Adult/L4,all,all,proximal,SDQL,0.4794520547945205
Adult/L4,all,all,proximal,SDQR,0.4794520547945205
Adult/L4,all,all,proximal,SIADL,0.5777777777777777
Adult/L4,all,all,proximal,SIADR,0.5662650602409639
Adult/L4,all,all,proximal,SIAVL,0.4945054945054945
Adult/L4,all,all,proximal,SIAVR,0.47560975609756095
Adult/L4,all,all,proximal,SIBDL,0.49514563106796117
Adult/L4,all,all,proximal,SIBDR,0.5454545454545454
Adult/L4,all,all,proximal,SIBVL,0.6017699115044248
Adult/L4,all,all,proximal,SIBVR,0.5701754385964912
Adult/L4,all,all,proximal,SMBDL,0.5777777777777777
Adult/L4,all,all,proximal,SMBDR,0.5288461538461539
Adult/L4,all,all,proximal,SMBVL,0.5862068965517241
Adult/L4,all,all,proximal,SMBVR,0.51
Adult/L4,all,all,proximal,SMDDL,0.5714285714285714
Adult/L4,all,all,proximal,SMDDR,0.5783132530120482
Adult/L4,all,all,proximal,SMDVL,0.5888888888888889
Adult/L4,all,all,proximal,SMDVR,0.5714285714285714
Adult/L4,all,all,proximal,URADL,0.5217391304347826
Adult/L4,all,all,proximal,URADR,0.4166666666666667
Adult/L4,all,all,proximal,URAVL,0.7380952380952381
Adult/L4,all,all,proximal,URAVR,0.8
Adult/L4,all,all,proximal,URBL,0.45454545454545453
Adult/L4,all,all,proximal,URBR,0.5
Adult/L4,all,all,proximal,URXL,0.4537037037037037
Adult/L4,all,all,proximal,URXR,0.4842105263157895
Adult/L4,all,all,proximal,URYDL,0.43478260869565216
Adult/L4,all,all,proximal,URYDR,0.49295774647887325
Adult/L4,all,all,proximal,URYVL,0.6031746031746031
Adult/L4,all,all,proximal,URYVR,0.6451612903225806
Adult/L4,all,all,proximal,ADAL,0.4563106796116505
Adult/L4,all,all,proximal,ADAR,0.4482758620689655
Adult/L4,all,all,proximal,ADEL,0.45263157894736844
Adult/L4,all,all,proximal,ADER,0.3977272727272727
Adult/L4,all,all,proximal,ADFL,0.46808510638297873
Adult/L4,all,all,proximal,ADFR,0.5306122448979592
Adult/L4,all,all,proximal,ADLL,0.532258064516129
Adult/L4,all,all,proximal,ADLR,0.4444444444444444
Adult/L4,all,all,proximal,AFDL,0.35714285714285715
Adult/L4,all,all,proximal,AFDR,0.36363636363636365
Adult/L4,all,all,proximal,AIAL,0.5476190476190477
Adult/L4,all,all,proximal,AIAR,0.40384615384615385
Adult/L4,all,all,proximal,AIBL,0.45528455284552843
Adult/L4,all,all,proximal,AIBR,0.45528455284552843
Adult/L4,all,all,proximal,AIML,0.43548387096774194
Adult/L4,all,all,proximal,AIMR,0.4307692307692308
Adult/L4,all,all,proximal,AINL,0.4307692307692308
Adult/L4,all,all,proximal,AINR,0.45161290322580644
Adult/L4,all,all,proximal,AIYL,0.4857142857142857
Adult/L4,all,all,proximal,AIYR,0.4857142857142857
Adult/L4,all,all,proximal,AIZL,0.4857142857142857
Adult/L4,all,all,proximal,AIZR,0.4857142857142857
Adult/L4,all,all,proximal,ALA,0.35714285714285715
Adult/L4,all,all,proximal,ALML,0.40816326530612246
Adult/L4,all,all,proximal,ALMR,0.40816326530612246
Adult/L4,all,all,proximal,ALNL,0.43333333333333335
Adult/L4,all,all,proximal,ALNR,0.4126984126984127
Adult/L4,all,all,proximal,AQR,0.43564356435643564
Adult/L4,all,all,proximal,ASEL,0.4444444444444444
Adult/L4,all,all,proximal,ASER,0.4406779661016949
Adult/L4,all,all,proximal,ASGL,0.37142857142857144
Adult/L4,all,all,proximal,ASGR,0.3611111111111111
Adult/L4,all,all,proximal,ASHL,0.5396825396825397
Adult/L4,all,all,proximal,ASHR,0.49230769230769234
Adult/L4,all,all,proximal,ASIL,0.46
Adult/L4,all,all,proximal,ASIR,0.3888888888888889
Adult/L4,all,all,proximal,ASJL,0.38461538461538464
Adult/L4,all,all,proximal,ASJR,0.43478260869565216
Adult/L4,all,all,proximal,ASKL,0.4090909090909091
Adult/L4,all,all,proximal,ASKR,0.4444444444444444
Adult/L4,all,all,proximal,AUAL,0.4230769230769231
Adult/L4,all,all,proximal,AUAR,0.45614035087719296
Adult/L4,all,all,proximal,AVAL,0.5504587155963303
Adult/L4,all,all,proximal,AVAR,0.5603448275862069
Adult/L4,all,all,proximal,AVBL,0.48717948717948717
Adult/L4,all,all,proximal,AVBR,0.4634146341463415
Adult/L4,all,all,proximal,AVDL,0.5268817204301075
Adult/L4,all,all,proximal,AVDR,0.5263157894736842
Adult/L4,all,all,proximal,AVEL,0.49193548387096775
Adult/L4,all,all,proximal,AVER,0.4642857142857143
Adult/L4,all,all,proximal,AVFL,0.5079365079365079
Adult/L4,all,all,proximal,AVFR,0.5079365079365079
Adult/L4,all,all,proximal,AVHL,0.5268817204301075
Adult/L4,all,all,proximal,AVHR,0.5769230769230769
Adult/L4,all,all,proximal,AVJL,0.5227272727272727
Adult/L4,all,all,proximal,AVJR,0.5769230769230769
Adult/L4,all,all,proximal,AVKL,0.5405405405405406
Adult/L4,all,all,proximal,AVKR,0.5405405405405406
Adult/L4,all,all,proximal,AVL,0.5428571428571428
Adult/L4,all,all,proximal,AVM,0.42
Adult/L4,all,all,proximal,AWAL,0.5476190476190477
Adult/L4,all,all,proximal,AWAR,0.3958333333333333
Adult/L4,all,all,proximal,AWBL,0.5
Adult/L4,all,all,proximal,AWBR,0.5306122448979592
Adult/L4,all,all,proximal,AWCL,0.46
Adult/L4,all,all,proximal,AWCR,0.4576271186440678
Adult/L4,all,all,proximal,BAGL,0.4642857142857143
Adult/L4,all,all,proximal,BAGR,0.4642857142857143
Adult/L4,all,all,proximal,BDUL,0.4406779661016949
Adult/L4,all,all,proximal,BDUR,0.42105263157894735
Adult/L4,all,all,proximal,CEPDL,0.4868421052631579
Adult/L4,all,all,proximal,CEPDR,0.3968253968253968
Adult/L4,all,all,proximal,CEPVL,0.417910447761194
Adult/L4,all,all,proximal,CEPVR,0.4024390243902439
Adult/L4,all,all,proximal,DVA,0.5603448275862069
Adult/L4,all,all,proximal,DVC,0.5492957746478874
Adult/L4,all,all,proximal,FLPL,0.6818181818181818
Adult/L4,all,all,proximal,FLPR,0.6818181818181818
Adult/L4,all,all,proximal,IL1DL,0.5681818181818182
Adult/L4,all,all,proximal,IL1DR,0.5
Adult/L4,all,all,proximal,IL1L,0.48333333333333334
Adult/L4,all,all,proximal,IL1R,0.5925925925925926
Adult/L4,all,all,proximal,IL1VL,0.7222222222222222
Adult/L4,all,all,proximal,IL1VR,0.6153846153846154
Adult/L4,all,all,proximal,IL2DL,0.5681818181818182
Adult/L4,all,all,proximal,IL2DR,0.5306122448979592
Adult/L4,all,all,proximal,IL2L,0.48333333333333334
Adult/L4,all,all,proximal,IL2R,0.5925925925925926
Adult/L4,all,all,proximal,IL2VL,0.7714285714285715
Adult/L4,all,all,proximal,IL2VR,0.7027027027027027
Adult/L4,all,all,proximal,OLLL,0.40540540540540543
Adult/L4,all,all,proximal,OLLR,0.5211267605633803
Adult/L4,all,all,proximal,OLQDL,0.54
Adult/L4,all,all,proximal,OLQDR,0.5306122448979592
Adult/L4,all,all,proximal,OLQVL,0.5714285714285714
Adult/L4,all,all,proximal,OLQVR,0.4827586206896552
Adult/L4,all,all,proximal,PVCL,0.4375
Adult/L4,all,all,proximal,PVCR,0.4606741573033708
Adult/L4,all,all,proximal,PVPL,0.4634146341463415
Adult/L4,all,all,proximal,PVPR,0.41333333333333333
Adult/L4,all,all,proximal,PVQL,0.4090909090909091
Adult/L4,all,all,proximal,PVQR,0.40816326530612246
Adult/L4,all,all,proximal,PVT,0.5492957746478874
Adult/L4,all,all,proximal,RIAL,0.49523809523809526
Adult/L4,all,all,proximal,RIAR,0.4368932038834951
Adult/L4,all,all,proximal,RIBL,0.449438202247191
Adult/L4,all,all,proximal,RIBR,0.4588235294117647
Adult/L4,all,all,proximal,RICL,0.6371681415929203
Adult/L4,all,all,proximal,RICR,0.6371681415929203
Adult/L4,all,all,proximal,RID,0.41836734693877553
Adult/L4,all,all,proximal,RIFL,0.5396825396825397
Adult/L4,all,all,proximal,RIFR,0.49230769230769234
Adult/L4,all,all,proximal,RIGL,0.4111111111111111
Adult/L4,all,all,proximal,RIGR,0.44047619047619047
Adult/L4,all,all,proximal,RIH,0.4230769230769231
Adult/L4,all,all,proximal,RIML,0.5321100917431193
Adult/L4,all,all,proximal,RIMR,0.47706422018348627
Adult/L4,all,all,proximal,RIPL,0.29545454545454547
Adult/L4,all,all,proximal,RIPR,0.45
Adult/L4,all,all,proximal,RIR,0.4186046511627907
Adult/L4,all,all,proximal,RIS,0.48695652173913045
Adult/L4,all,all,proximal,RIVL,0.5531914893617021
Adult/L4,all,all,proximal,RIVR,0.6022727272727273
Adult/L4,all,all,proximal,RMDDL,0.5466666666666666
Adult/L4,all,all,proximal,RMDDR,0.6428571428571429
Adult/L4,all,all,proximal,RMDL,0.618421052631579
Adult/L4,all,all,proximal,RMDR,0.618421052631579
Adult/L4,all,all,proximal,RMDVL,0.6428571428571429
Adult/L4,all,all,proximal,RMDVR,0.5466666666666666
Adult/L4,all,all,proximal,RMED,0.6075949367088608
Adult/L4,all,all,proximal,RMEL,0.4857142857142857
Adult/L4,all,all,proximal,RMER,0.49230769230769234
Adult/L4,all,all,proximal,RMEV,0.6075949367088608
Adult/L4,all,all,proximal,RMFL,0.4868421052631579
Adult/L4,all,all,proximal,RMFR,0.40789473684210525
Adult/L4,all,all,proximal,RMGL,0.5119047619047619
Adult/L4,all,all,proximal,RMGR,0.532608695652174
Adult/L4,all,all,proximal,RMHL,0.49523809523809526
Adult/L4,all,all,proximal,RMHR,0.5061728395061729
Adult/L4,all,all,proximal,SAADL,0.4868421052631579
Adult/L4,all,all,proximal,SAADR,0.47058823529411764
Adult/L4,all,all,proximal,SAAVL,0.4945054945054945
Adult/L4,all,all,proximal,SAAVR,0.4657534246575342
Adult/L4,all,all,proximal,SABD,0.2692307692307692
Adult/L4,all,all,proximal,SDQL,0.4
Adult/L4,all,all,proximal,SDQR,0.4842105263157895
Adult/L4,all,all,proximal,SIADL,0.5096153846153846
Adult/L4,all,all,proximal,SIADR,0.5287356321839081
Adult/L4,all,all,proximal,SIAVL,0.5119047619047619
Adult/L4,all,all,proximal,SIAVR,0.4673913043478261
Adult/L4,all,all,proximal,SIBDL,0.5096153846153846
Adult/L4,all,all,proximal,SIBDR,0.504424778761062
Adult/L4,all,all,proximal,SIBVL,0.6037735849056604
Adult/L4,all,all,proximal,SIBVR,0.6037735849056604
Adult/L4,all,all,proximal,SMBDL,0.4838709677419355
Adult/L4,all,all,proximal,SMBDR,0.5287356321839081
Adult/L4,all,all,proximal,SMBVL,0.5
Adult/L4,all,all,proximal,SMBVR,0.532608695652174
Adult/L4,all,all,proximal,SMDDL,0.5180722891566265
Adult/L4,all,all,proximal,SMDDR,0.5340909090909091
Adult/L4,all,all,proximal,SMDVL,0.5531914893617021
Adult/L4,all,all,proximal,SMDVR,0.6022727272727273
Adult/L4,all,all,proximal,URADL,0.3076923076923077
Adult/L4,all,all,proximal,URADR,0.475
Adult/L4,all,all,proximal,URAVL,0.7714285714285715
Adult/L4,all,all,proximal,URAVR,0.7027027027027027
Adult/L4,all,all,proximal,URBL,0.48
Adult/L4,all,all,proximal,URBR,0.47368421052631576
Adult/L4,all,all,proximal,URXL,0.43478260869565216
Adult/L4,all,all,proximal,URXR,0.4084507042253521
Adult/L4,all,all,proximal,URYDL,0.3950617283950617
Adult/L4,all,all,proximal,URYDR,0.43333333333333335
Adult/L4,all,all,proximal,URYVL,0.5714285714285714
Adult/L4,all,all,proximal,URYVR,0.4827586206896552
Adult L/R,all,low,homologous,ADAL,0.2857142857142857
Adult L/R,all,low,homologous,ADEL,0.1
