Comparison,Network,Edge threshold,Measure,Cell,Jaccard Distance
Adult L/R,all,high,proximal,RIMR,0.45652173913043476
Adult L/R,all,high,proximal,RIPR,0.2857142857142857
Adult L/R,all,high,proximal,RIVR,0.3
Adult L/R,all,high,proximal,RMDDR,0.4
Adult L/R,all,high,proximal,RMDR,0.5454545454545454
Adult L/R,all,high,proximal,RMDVR,0.4
Adult L/R,all,high,proximal,RMER,0.3225806451612903
Adult L/R,all,high,proximal,RMFR,0.38235294117647056
Adult L/R,all,high,proximal,RMGR,0.21875
Adult L/R,all,high,proximal,RMHR,0.3488372093023256
Adult L/R,all,high,proximal,SAADR,0.4583333333333333
Adult L/R,all,high,proximal,SAAVR,0.2972972972972973
Adult L/R,all,high,proximal,SDQR,0.2894736842105263
Adult L/R,all,high,proximal,SIADR,0.34210526315789475
Adult L/R,all,high,proximal,SIAVR,0.3548387096774194
Adult L/R,all,high,proximal,SIBDR,0.3548387096774194
Adult L/R,all,high,proximal,SIBVR,0.391304347826087
Adult L/R,all,high,proximal,SMBDR,0.3409090909090909
Adult L/R,all,high,proximal,SMBVR,0.3125
Adult L/R,all,high,proximal,SMDDR,0.3902439024390244
Adult L/R,all,high,proximal,SMDVR,0.4358974358974359
Adult L/R,all,high,proximal,URADR,0.3
Adult L/R,all,high,proximal,URAVR,0.36363636363636365
Adult L/R,all,high,proximal,URBR,0.2413793103448276
Adult L/R,all,high,proximal,URXR,0.2413793103448276
Adult L/R,all,high,proximal,URYDR,0.32
Adult L/R,all,high,proximal,URYVR,0.2222222222222222
L4 L/R,all,high,homologous,ADAL,0.5555555555555556
L4 L/R,all,high,homologous,ADEL,0.3870967741935484
L4 L/R,all,high,homologous,ADFL,0.8
L4 L/R,all,high,homologous,ADLL,0.5555555555555556
L4 L/R,all,high,homologous,AFDL,0.8
L4 L/R,all,high,homologous,AIAL,0.8333333333333334
L4 L/R,all,high,homologous,AIBL,0.675
L4 L/R,all,high,homologous,AIML,0.75
L4 L/R,all,high,homologous,AINL,0.8
L4 L/R,all,high,homologous,AIYL,0.7083333333333334
L4 L/R,all,high,homologous,AIZL,0.9259259259259259
L4 L/R,all,high,homologous,ALML,0.5555555555555556
L4 L/R,all,high,homologous,ALNL,0.6363636363636364
L4 L/R,all,high,homologous,ASEL,0.7619047619047619
L4 L/R,all,high,homologous,ASGL,0.875
L4 L/R,all,high,homologous,ASHL,0.7083333333333334
L4 L/R,all,high,homologous,ASIL,0.75
L4 L/R,all,high,homologous,ASJL,0.8
L4 L/R,all,high,homologous,ASKL,0.7857142857142857
L4 L/R,all,high,homologous,AUAL,0.75
L4 L/R,all,high,homologous,AVAL,0.6078431372549019
L4 L/R,all,high,homologous,AVBL,0.6216216216216216
L4 L/R,all,high,homologous,AVDL,0.5
L4 L/R,all,high,homologous,AVEL,0.7368421052631579
L4 L/R,all,high,homologous,AVFL,0.52
L4 L/R,all,high,homologous,AVHL,0.5769230769230769
L4 L/R,all,high,homologous,AVJL,0.7647058823529411
L4 L/R,all,high,homologous,AVKL,0.5588235294117647
L4 L/R,all,high,homologous,AWAL,0.9285714285714286
L4 L/R,all,high,homologous,AWBL,0.6666666666666666
L4 L/R,all,high,homologous,AWCL,0.631578947368421
L4 L/R,all,high,homologous,BAGL,0.7368421052631579
L4 L/R,all,high,homologous,BDUL,0.5714285714285714
L4 L/R,all,high,homologous,CEPDL,0.7058823529411765
L4 L/R,all,high,homologous,CEPVL,0.7222222222222222
L4 L/R,all,high,homologous,FLPL,0.3888888888888889
L4 L/R,all,high,homologous,IL1DL,0.7777777777777778
L4 L/R,all,high,homologous,IL1L,0.625
L4 L/R,all,high,homologous,IL1VL,0.6153846153846154
L4 L/R,all,high,homologous,IL2DL,0.8333333333333334
L4 L/R,all,high,homologous,IL2L,0.6428571428571429
L4 L/R,all,high,homologous,IL2VL,0.5714285714285714
L4 L/R,all,high,homologous,OLLL,0.7727272727272727
L4 L/R,all,high,homologous,OLQDL,0.6363636363636364
L4 L/R,all,high,homologous,OLQVL,0.6428571428571429
L4 L/R,all,high,homologous,PVCL,0.5833333333333334
L4 L/R,all,high,homologous,PVPL,0.7222222222222222
L4 L/R,all,high,homologous,PVQL,0.7142857142857143
L4 L/R,all,high,homologous,RIAL,0.7142857142857143
L4 L/R,all,high,homologous,RIBL,0.7307692307692307
L4 L/R,all,high,homologous,RICL,0.5526315789473685
L4 L/R,all,high,homologous,RIFL,0.5238095238095238
L4 L/R,all,high,homologous,RIGL,0.5517241379310345
L4 L/R,all,high,homologous,RIML,0.8378378378378378
L4 L/R,all,high,homologous,RIPL,1.0
L4 L/R,all,high,homologous,RIVL,0.6206896551724138
L4 L/R,all,high,homologous,RMDDL,0.7037037037037037
L4 L/R,all,high,homologous,RMDL,0.8125
L4 L/R,all,high,homologous,RMDVL,0.5757575757575758
L4 L/R,all,high,homologous,RMEL,0.42105263157894735
L4 L/R,all,high,homologous,RMFL,0.6521739130434783
L4 L/R,all,high,homologous,RMGL,0.6176470588235294
L4 L/R,all,high,homologous,RMHL,0.6451612903225806
L4 L/R,all,high,homologous,SAADL,0.6296296296296297
L4 L/R,all,high,homologous,SAAVL,0.7058823529411765
L4 L/R,all,high,homologous,SDQL,0.4230769230769231
L4 L/R,all,high,homologous,SIADL,0.64
L4 L/R,all,high,homologous,SIAVL,0.6
L4 L/R,all,high,homologous,SIBDL,0.4166666666666667
L4 L/R,all,high,homologous,SIBVL,0.5625
L4 L/R,all,high,homologous,SMBDL,0.6285714285714286
L4 L/R,all,high,homologous,SMBVL,0.56
L4 L/R,all,high,homologous,SMDDL,0.8518518518518519
L4 L/R,all,high,homologous,SMDVL,0.8148148148148148
L4 L/R,all,high,homologous,URADL,0.7142857142857143
L4 L/R,all,high,homologous,URAVL,0.45454545454545453
L4 L/R,all,high,homologous,URBL,0.6666666666666666
L4 L/R,all,high,homologous,URXL,0.7777777777777778
L4 L/R,all,high,homologous,URYDL,0.6923076923076923
L4 L/R,all,high,homologous,URYVL,0.46153846153846156
L4 L/R,all,high,proximal,ADAL,0.2727272727272727
L4 L/R,all,high,proximal,ADEL,0.20512820512820512
L4 L/R,all,high,proximal,ADFL,0.3
L4 L/R,all,high,proximal,ADLL,0.42857142857142855
L4 L/R,all,high,proximal,AFDL,0.30434782608695654
L4 L/R,all,high,proximal,AIAL,0.5
L4 L/R,all,high,proximal,AIBL,0.24074074074074073
L4 L/R,all,high,proximal,AIML,0.2222222222222222
L4 L/R,all,high,proximal,AINL,0.22727272727272727
L4 L/R,all,high,proximal,AIYL,0.3333333333333333
L4 L/R,all,high,proximal,AIZL,0.3333333333333333
L4 L/R,all,high,proximal,ALML,0.25
L4 L/R,all,high,proximal,ALNL,0.14285714285714285
L4 L/R,all,high,proximal,ASEL,0.5
L4 L/R,all,high,proximal,ASGL,0.3684210526315789
L4 L/R,all,high,proximal,ASHL,0.39285714285714285
L4 L/R,all,high,proximal,ASIL,0.36363636363636365
L4 L/R,all,high,proximal,ASJL,0.375
L4 L/R,all,high,proximal,ASKL,0.375
L4 L/R,all,high,proximal,AUAL,0.3076923076923077
L4 L/R,all,high,proximal,AVAL,0.36666666666666664
L4 L/R,all,high,proximal,AVBL,0.3888888888888889
L4 L/R,all,high,proximal,AVDL,0.37037037037037035
L4 L/R,all,high,proximal,AVEL,0.2631578947368421
L4 L/R,all,high,proximal,AVFL,0.52
L4 L/R,all,high,proximal,AVHL,0.391304347826087
L4 L/R,all,high,proximal,AVJL,0.38095238095238093
L4 L/R,all,high,proximal,AVKL,0.43243243243243246
L4 L/R,all,high,proximal,AWAL,0.5
L4 L/R,all,high,proximal,AWBL,0.5
L4 L/R,all,high,proximal,AWCL,0.4090909090909091
L4 L/R,all,high,proximal,BAGL,0.2222222222222222
L4 L/R,all,high,proximal,BDUL,0.2777777777777778
L4 L/R,all,high,proximal,CEPDL,0.35294117647058826
L4 L/R,all,high,proximal,CEPVL,0.21739130434782608
L4 L/R,all,high,proximal,FLPL,0.3888888888888889
L4 L/R,all,high,proximal,IL1DL,0.3333333333333333
L4 L/R,all,high,proximal,IL1L,0.36363636363636365
L4 L/R,all,high,proximal,IL1VL,0.3333333333333333
L4 L/R,all,high,proximal,IL2DL,0.42857142857142855
L4 L/R,all,high,proximal,IL2L,0.2777777777777778
L4 L/R,all,high,proximal,IL2VL,0.375
L4 L/R,all,high,proximal,OLLL,0.36363636363636365
L4 L/R,all,high,proximal,OLQDL,0.2
L4 L/R,all,high,proximal,OLQVL,0.2222222222222222
L4 L/R,all,high,proximal,PVCL,0.4074074074074074
L4 L/R,all,high,proximal,PVPL,0.3333333333333333
L4 L/R,all,high,proximal,PVQL,0.42857142857142855
L4 L/R,all,high,proximal,RIAL,0.3333333333333333
L4 L/R,all,high,proximal,RIBL,0.28125
L4 L/R,all,high,proximal,RICL,0.40476190476190477
L4 L/R,all,high,proximal,RIFL,0.2857142857142857
L4 L/R,all,high,proximal,RIGL,0.25
L4 L/R,all,high,proximal,RIML,0.2916666666666667
L4 L/R,all,high,proximal,RIPL,0.18181818181818182
L4 L/R,all,high,proximal,RIVL,0.3142857142857143
L4 L/R,all,high,proximal,RMDDL,0.2631578947368421
L4 L/R,all,high,proximal,RMDL,0.48717948717948717
L4 L/R,all,high,proximal,RMDVL,0.30952380952380953
L4 L/R,all,high,proximal,RMEL,0.35
L4 L/R,all,high,proximal,RMFL,0.3235294117647059
L4 L/R,all,high,proximal,RMGL,0.2894736842105263
L4 L/R,all,high,proximal,RMHL,0.3
L4 L/R,all,high,proximal,SAADL,0.25806451612903225
L4 L/R,all,high,proximal,SAAVL,0.3448275862068966
L4 L/R,all,high,proximal,SDQL,0.1935483870967742
L4 L/R,all,high,proximal,SIADL,0.35135135135135137
L4 L/R,all,high,proximal,SIAVL,0.2962962962962963
L4 L/R,all,high,proximal,SIBDL,0.2962962962962963
L4 L/R,all,high,proximal,SIBVL,0.3888888888888889
L4 L/R,all,high,proximal,SMBDL,0.35135135135135137
L4 L/R,all,high,proximal,SMBVL,0.27586206896551724
L4 L/R,all,high,proximal,SMDDL,0.30952380952380953
L4 L/R,all,high,proximal,SMDVL,0.3142857142857143
L4 L/R,all,high,proximal,URADL,0.42857142857142855
L4 L/R,all,high,proximal,URAVL,0.375
L4 L/R,all,high,proximal,URBL,0.2894736842105263
L4 L/R,all,high,proximal,URXL,0.22727272727272727
L4 L/R,all,high,proximal,URYDL,0.35294117647058826
L4 L/R,all,high,proximal,URYVL,0.19047619047619047
L4 L/R,all,high,proximal,ADAR,0.2926829268292683
L4 L/R,all,high,proximal,ADER,0.20689655172413793
L4 L/R,all,high,proximal,ADFR,0.3333333333333333
L4 L/R,all,high,proximal,ADLR,0.35294117647058826
L4 L/R,all,high,proximal,AFDR,0.2608695652173913
L4 L/R,all,high,proximal,AIAR,0.375
L4 L/R,all,high,proximal,AIBR,0.2826086956521739
L4 L/R,all,high,proximal,AIMR,0.13333333333333333
L4 L/R,all,high,proximal,AINR,0.24
L4 L/R,all,high,proximal,AIYR,0.36363636363636365
L4 L/R,all,high,proximal,AIZR,0.36363636363636365
L4 L/R,all,high,proximal,ALMR,0.3181818181818182
L4 L/R,all,high,proximal,ALNR,0.19047619047619047
L4 L/R,all,high,proximal,ASER,0.4
L4 L/R,all,high,proximal,ASGR,0.375
L4 L/R,all,high,proximal,ASHR,0.38095238095238093
L4 L/R,all,high,proximal,ASIR,0.375
L4 L/R,all,high,proximal,ASJR,0.38461538461538464
L4 L/R,all,high,proximal,ASKR,0.4375
L4 L/R,all,high,proximal,AUAR,0.2857142857142857
L4 L/R,all,high,proximal,AVAR,0.36666666666666664
L4 L/R,all,high,proximal,AVBR,0.4117647058823529
L4 L/R,all,high,proximal,AVDR,0.27586206896551724
L4 L/R,all,high,proximal,AVER,0.2727272727272727
L4 L/R,all,high,proximal,AVFR,0.52
L4 L/R,all,high,proximal,AVHR,0.3235294117647059
L4 L/R,all,high,proximal,AVJR,0.32142857142857145
L4 L/R,all,high,proximal,AVKR,0.43243243243243246
L4 L/R,all,high,proximal,AWAR,0.47058823529411764
L4 L/R,all,high,proximal,AWBR,0.47058823529411764
L4 L/R,all,high,proximal,AWCR,0.4090909090909091
L4 L/R,all,high,proximal,BAGR,0.3076923076923077
L4 L/R,all,high,proximal,BDUR,0.2
L4 L/R,all,high,proximal,CEPDR,0.4
L4 L/R,all,high,proximal,CEPVR,0.22580645161290322
L4 L/R,all,high,proximal,FLPR,0.3888888888888889
L4 L/R,all,high,proximal,IL1DR,0.5
L4 L/R,all,high,proximal,IL1R,0.34615384615384615
L4 L/R,all,high,proximal,IL1VR,0.3333333333333333
L4 L/R,all,high,proximal,IL2DR,0.5
L4 L/R,all,high,proximal,IL2R,0.3888888888888889
L4 L/R,all,high,proximal,IL2VR,0.45454545454545453
L4 L/R,all,high,proximal,OLLR,0.34615384615384615
L4 L/R,all,high,proximal,OLQDR,0.29411764705882354
L4 L/R,all,high,proximal,OLQVR,0.29411764705882354
L4 L/R,all,high,proximal,PVCR,0.4117647058823529
L4 L/R,all,high,proximal,PVPR,0.4090909090909091
L4 L/R,all,high,proximal,PVQR,0.4375
L4 L/R,all,high,proximal,RIAR,0.3333333333333333
L4 L/R,all,high,proximal,RIBR,0.2564102564102564
L4 L/R,all,high,proximal,RICR,0.40476190476190477
L4 L/R,all,high,proximal,RIFR,0.36
L4 L/R,all,high,proximal,RIGR,0.1935483870967742
L4 L/R,all,high,proximal,RIMR,0.2826086956521739
L4 L/R,all,high,proximal,RIPR,0.2727272727272727
L4 L/R,all,high,proximal,RIVR,0.2857142857142857
L4 L/R,all,high,proximal,RMDDR,0.2619047619047619
L4 L/R,all,high,proximal,RMDR,0.48717948717948717
L4 L/R,all,high,proximal,RMDVR,0.2631578947368421
L4 L/R,all,high,proximal,RMER,0.3888888888888889
L4 L/R,all,high,proximal,RMFR,0.30303030303030304
L4 L/R,all,high,proximal,RMGR,0.18181818181818182
L4 L/R,all,high,proximal,RMHR,0.2857142857142857
L4 L/R,all,high,proximal,SAADR,0.3448275862068966
L4 L/R,all,high,proximal,SAAVR,0.19148936170212766
L4 L/R,all,high,proximal,SDQR,0.29411764705882354
L4 L/R,all,high,proximal,SIADR,0.3333333333333333
L4 L/R,all,high,proximal,SIAVR,0.3448275862068966
L4 L/R,all,high,proximal,SIBDR,0.3448275862068966
L4 L/R,all,high,proximal,SIBVR,0.3888888888888889
L4 L/R,all,high,proximal,SMBDR,0.3333333333333333
L4 L/R,all,high,proximal,SMBVR,0.20833333333333334
L4 L/R,all,high,proximal,SMDDR,0.2857142857142857
L4 L/R,all,high,proximal,SMDVR,0.28205128205128205
L4 L/R,all,high,proximal,URADR,0.45454545454545453
L4 L/R,all,high,proximal,URAVR,0.45454545454545453
L4 L/R,all,high,proximal,URBR,0.18518518518518517
L4 L/R,all,high,proximal,URXR,0.18518518518518517
L4 L/R,all,high,proximal,URYDR,0.4
L4 L/R,all,high,proximal,URYVR,0.3125
Adult/L4,all,high,homologous,ADAL,0.5
Adult/L4,all,high,homologous,ADEL,0.36363636363636365
Adult/L4,all,high,homologous,ADFL,0.6666666666666666
Adult/L4,all,high,homologous,ADLL,0.6190476190476191
Adult/L4,all,high,homologous,AFDL,0.5833333333333334
Adult/L4,all,high,homologous,AIAL,0.7894736842105263
Adult/L4,all,high,homologous,AIBL,0.7142857142857143
Adult/L4,all,high,homologous,AIML,0.7857142857142857
Adult/L4,all,high,homologous,AINL,0.4117647058823529
Adult/L4,all,high,homologous,AIYL,0.6086956521739131
Adult/L4,all,high,homologous,AIZL,0.8571428571428571
Adult/L4,all,high,homologous,ALML,0.5555555555555556
Adult/L4,all,high,homologous,ALNL,0.6363636363636364
Adult/L4,all,high,homologous,ASEL,0.5925925925925926
Adult/L4,all,high,homologous,ASGL,0.5
Adult/L4,all,high,homologous,ASHL,0.68
Adult/L4,all,high,homologous,ASIL,0.6
Adult/L4,all,high,homologous,ASJL,0.5454545454545454
Adult/L4,all,high,homologous,ASKL,0.625
Adult/L4,all,high,homologous,AUAL,0.6666666666666666
Adult/L4,all,high,homologous,AVAL,0.7608695652173914
Adult/L4,all,high,homologous,AVBL,0.5681818181818182
Adult/L4,all,high,homologous,AVDL,0.5769230769230769
Adult/L4,all,high,homologous,AVEL,0.725
Adult/L4,all,high,homologous,AVFL,0.4782608695652174
Adult/L4,all,high,homologous,AVHL,0.5833333333333334
Adult/L4,all,high,homologous,AVJL,0.5789473684210527
Adult/L4,all,high,homologous,AVKL,0.65625
Adult/L4,all,high,homologous,AWAL,0.7142857142857143
Adult/L4,all,high,homologous,AWBL,0.625
Adult/L4,all,high,homologous,AWCL,0.4
Adult/L4,all,high,homologous,BAGL,0.5
Adult/L4,all,high,homologous,BDUL,0.625
Adult/L4,all,high,homologous,CEPDL,0.5714285714285714
Adult/L4,all,high,homologous,CEPVL,0.7
Adult/L4,all,high,homologous,FLPL,0.3157894736842105
Adult/L4,all,high,homologous,IL1DL,0.7
Adult/L4,all,high,homologous,IL1L,0.625
Adult/L4,all,high,homologous,IL1VL,0.7692307692307693
Adult/L4,all,high,homologous,IL2DL,0.5555555555555556
Adult/L4,all,high,homologous,IL2L,0.6
Adult/L4,all,high,homologous,IL2VL,0.5714285714285714
Adult/L4,all,high,homologous,OLLL,0.6956521739130435
Adult/L4,all,high,homologous,OLQDL,0.7
Adult/L4,all,high,homologous,OLQVL,0.6923076923076923
Adult/L4,all,high,homologous,PVCL,0.6153846153846154
Adult/L4,all,high,homologous,PVPL,0.6190476190476191
Adult/L4,all,high,homologous,PVQL,0.6
Adult/L4,all,high,homologous,RIAL,0.7647058823529411
Adult/L4,all,high,homologous,RIBL,0.7142857142857143
Adult/L4,all,high,homologous,RICL,0.5813953488372093
Adult/L4,all,high,homologous,RIFL,0.7368421052631579
Adult/L4,all,high,homologous,RIGL,0.6060606060606061
Adult/L4,all,high,homologous,RIML,0.8157894736842105
Adult/L4,all,high,homologous,RIPL,0.6363636363636364
Adult/L4,all,high,homologous,RIVL,0.5294117647058824
Adult/L4,all,high,homologous,RMDDL,0.7241379310344828
Adult/L4,all,high,homologous,RMDL,0.75
Adult/L4,all,high,homologous,RMDVL,0.6060606060606061
Adult/L4,all,high,homologous,RMEL,0.391304347826087
Adult/L4,all,high,homologous,RMFL,0.56
Adult/L4,all,high,homologous,RMGL,0.6764705882352942
Adult/L4,all,high,homologous,RMHL,0.5454545454545454
Adult/L4,all,high,homologous,SAADL,0.4642857142857143
Adult/L4,all,high,homologous,SAAVL,0.7058823529411765
Adult/L4,all,high,homologous,SDQL,0.2857142857142857
Adult/L4,all,high,homologous,SIADL,0.6666666666666666
Adult/L4,all,high,homologous,SIAVL,0.5416666666666666
Adult/L4,all,high,homologous,SIBDL,0.2727272727272727
Adult/L4,all,high,homologous,SIBVL,0.5263157894736842
Adult/L4,all,high,homologous,SMBDL,0.6363636363636364
Adult/L4,all,high,homologous,SMBVL,0.5333333333333333
Adult/L4,all,high,homologous,SMDDL,0.6176470588235294
Adult/L4,all,high,homologous,SMDVL,0.6774193548387096
Adult/L4,all,high,homologous,URADL,0.7142857142857143
Adult/L4,all,high,homologous,URAVL,0.36363636363636365
Adult/L4,all,high,homologous,URBL,0.65
Adult/L4,all,high,homologous,URXL,0.875
Adult/L4,all,high,homologous,URYDL,0.7692307692307693
Adult/L4,all,high,homologous,URYVL,0.7
Adult/L4,all,high,proximal,ADAL,0.23529411764705882
Adult/L4,all,high,proximal,ADAR,0.25
Adult/L4,all,high,proximal,ADEL,0.19047619047619047
Adult/L4,all,high,proximal,ADER,0.16666666666666666
Adult/L4,all,high,proximal,ADFL,0.3870967741935484
Adult/L4,all,high,proximal,ADFR,0.40625
Adult/L4,all,high,proximal,ADLL,0.37037037037037035
Adult/L4,all,high,proximal,ADLR,0.3125
Adult/L4,all,high,proximal,AFDL,0.4444444444444444
Adult/L4,all,high,proximal,AFDR,0.35
Adult/L4,all,high,proximal,AIAL,0.3684210526315789
Adult/L4,all,high,proximal,AIAR,0.3888888888888889
Adult/L4,all,high,proximal,AIBL,0.2916666666666667
Adult/L4,all,high,proximal,AIBR,0.2682926829268293
Adult/L4,all,high,proximal,AIML,0.2
Adult/L4,all,high,proximal,AIMR,0.3
Adult/L4,all,high,proximal,AINL,0.25
Adult/L4,all,high,proximal,AINR,0.3181818181818182
Adult/L4,all,high,proximal,AIYL,0.4444444444444444
Adult/L4,all,high,proximal,AIYR,0.35
Adult/L4,all,high,proximal,AIZL,0.3888888888888889
Adult/L4,all,high,proximal,AIZR,0.40625
Adult/L4,all,high,proximal,ALA,0.16666666666666666
Adult/L4,all,high,proximal,ALML,0.25
Adult/L4,all,high,proximal,ALMR,0.2777777777777778
Adult/L4,all,high,proximal,ALNL,0.21052631578947367
Adult/L4,all,high,proximal,ALNR,0.19047619047619047
Adult/L4,all,high,proximal,AQR,0.4482758620689655
Adult/L4,all,high,proximal,ASEL,0.3888888888888889
Adult/L4,all,high,proximal,ASER,0.5185185185185185
Adult/L4,all,high,proximal,ASGL,0.3684210526315789
Adult/L4,all,high,proximal,ASGR,0.3888888888888889
Adult/L4,all,high,proximal,ASHL,0.4090909090909091
Adult/L4,all,high,proximal,ASHR,0.3333333333333333
Adult/L4,all,high,proximal,ASIL,0.29411764705882354
Adult/L4,all,high,proximal,ASIR,0.23809523809523808
Adult/L4,all,high,proximal,ASJL,0.3076923076923077
Adult/L4,all,high,proximal,ASJR,0.4666666666666667
Adult/L4,all,high,proximal,ASKL,0.30434782608695654
Adult/L4,all,high,proximal,ASKR,0.4117647058823529
Adult/L4,all,high,proximal,AUAL,0.3333333333333333
Adult/L4,all,high,proximal,AUAR,0.30434782608695654
Adult/L4,all,high,proximal,AVAL,0.39655172413793105
Adult/L4,all,high,proximal,AVAR,0.39655172413793105
Adult/L4,all,high,proximal,AVBL,0.4523809523809524
Adult/L4,all,high,proximal,AVBR,0.425
Adult/L4,all,high,proximal,AVDL,0.4666666666666667
Adult/L4,all,high,proximal,AVDR,0.3333333333333333
Adult/L4,all,high,proximal,AVEL,0.28888888888888886
Adult/L4,all,high,proximal,AVER,0.2653061224489796
Adult/L4,all,high,proximal,AVFL,0.5555555555555556
Adult/L4,all,high,proximal,AVFR,0.5555555555555556
Adult/L4,all,high,proximal,AVHL,0.43478260869565216
Adult/L4,all,high,proximal,AVHR,0.2962962962962963
Adult/L4,all,high,proximal,AVJL,0.37037037037037035
Adult/L4,all,high,proximal,AVJR,0.3333333333333333
Adult/L4,all,high,proximal,AVKL,0.5526315789473685
Adult/L4,all,high,proximal,AVKR,0.5526315789473685
Adult/L4,all,high,proximal,AVL,0.2727272727272727
Adult/L4,all,high,proximal,AVM,0.4583333333333333
Adult/L4,all,high,proximal,AWAL,0.2857142857142857
Adult/L4,all,high,proximal,AWAR,0.3333333333333333
Adult/L4,all,high,proximal,AWBL,0.4090909090909091
Adult/L4,all,high,proximal,AWBR,0.3333333333333333
Adult/L4,all,high,proximal,AWCL,0.36363636363636365
Adult/L4,all,high,proximal,AWCR,0.5185185185185185
Adult/L4,all,high,proximal,BAGL,0.2
Adult/L4,all,high,proximal,BAGR,0.2608695652173913
Adult/L4,all,high,proximal,BDUL,0.25
Adult/L4,all,high,proximal,BDUR,0.3333333333333333
Adult/L4,all,high,proximal,CEPDL,0.32
Adult/L4,all,high,proximal,CEPDR,0.32
Adult/L4,all,high,proximal,CEPVL,0.3
Adult/L4,all,high,proximal,CEPVR,0.17857142857142858
Adult/L4,all,high,proximal,DVA,0.39285714285714285
Adult/L4,all,high,proximal,DVC,0.38461538461538464
Adult/L4,all,high,proximal,FLPL,0.18518518518518517
Adult/L4,all,high,proximal,FLPR,0.2222222222222222
Adult/L4,all,high,proximal,IL1DL,0.46153846153846156
Adult/L4,all,high,proximal,IL1DR,0.29411764705882354
Adult/L4,all,high,proximal,IL1L,0.2962962962962963
Adult/L4,all,high,proximal,IL1R,0.3181818181818182
Adult/L4,all,high,proximal,IL1VL,0.35294117647058826
Adult/L4,all,high,proximal,IL1VR,0.3333333333333333
Adult/L4,all,high,proximal,IL2DL,0.46153846153846156
Adult/L4,all,high,proximal,IL2DR,0.3
Adult/L4,all,high,proximal,IL2L,0.30434782608695654
Adult/L4,all,high,proximal,IL2R,0.3181818181818182
Adult/L4,all,high,proximal,IL2VL,0.36363636363636365
Adult/L4,all,high,proximal,IL2VR,0.36363636363636365
Adult/L4,all,high,proximal,OLLL,0.2962962962962963
Adult/L4,all,high,proximal,OLLR,0.2962962962962963
Adult/L4,all,high,proximal,OLQDL,0.24
Adult/L4,all,high,proximal,OLQDR,0.25
Adult/L4,all,high,proximal,OLQVL,0.35294117647058826
Adult/L4,all,high,proximal,OLQVR,0.3157894736842105
Adult/L4,all,high,proximal,PVCL,0.6923076923076923
Adult/L4,all,high,proximal,PVCR,0.6923076923076923
Adult/L4,all,high,proximal,PVPL,0.2962962962962963
Adult/L4,all,high,proximal,PVPR,0.43478260869565216
Adult/L4,all,high,proximal,PVQL,0.3076923076923077
Adult/L4,all,high,proximal,PVQR,0.4666666666666667
Adult/L4,all,high,proximal,PVT,0.38461538461538464
Adult/L4,all,high,proximal,RIAL,0.3181818181818182
Adult/L4,all,high,proximal,RIAR,0.3181818181818182
Adult/L4,all,high,proximal,RIBL,0.24444444444444444
Adult/L4,all,high,proximal,RIBR,0.3076923076923077
Adult/L4,all,high,proximal,RICL,0.3269230769230769
Adult/L4,all,high,proximal,RICR,0.3269230769230769
Adult/L4,all,high,proximal,RID,0.30303030303030304
Adult/L4,all,high,proximal,RIFL,0.2857142857142857
Adult/L4,all,high,proximal,RIFR,0.30434782608695654
Adult/L4,all,high,proximal,RIGL,0.2894736842105263
Adult/L4,all,high,proximal,RIGR,0.32432432432432434
Adult/L4,all,high,proximal,RIH,0.22916666666666666
Adult/L4,all,high,proximal,RIML,0.45652173913043476
Adult/L4,all,high,proximal,RIMR,0.45652173913043476
Adult/L4,all,high,proximal,RIPL,0.2727272727272727
Adult/L4,all,high,proximal,RIPR,0.2857142857142857
Adult/L4,all,high,proximal,RIR,0.40625
Adult/L4,all,high,proximal,RIS,0.29411764705882354
Adult/L4,all,high,proximal,RIVL,0.35555555555555557
Adult/L4,all,high,proximal,RIVR,0.3
Adult/L4,all,high,proximal,RMDDL,0.4
Adult/L4,all,high,proximal,RMDDR,0.4
Adult/L4,all,high,proximal,RMDL,0.5454545454545454
Adult/L4,all,high,proximal,RMDR,0.5454545454545454
Adult/L4,all,high,proximal,RMDVL,0.4186046511627907
Adult/L4,all,high,proximal,RMDVR,0.4
Adult/L4,all,high,proximal,RMED,0.3225806451612903
Adult/L4,all,high,proximal,RMEL,0.3
Adult/L4,all,high,proximal,RMER,0.3225806451612903
Adult/L4,all,high,proximal,RMEV,0.32142857142857145
Adult/L4,all,high,proximal,RMFL,0.3225806451612903
Adult/L4,all,high,proximal,RMFR,0.38235294117647056
Adult/L4,all,high,proximal,RMGL,0.20588235294117646
Adult/L4,all,high,proximal,RMGR,0.21875
Adult/L4,all,high,proximal,RMHL,0.2727272727272727
Adult/L4,all,high,proximal,RMHR,0.3488372093023256
Adult/L4,all,high,proximal,SAADL,0.3170731707317073
Adult/L4,all,high,proximal,SAADR,0.4583333333333333
Adult/L4,all,high,proximal,SAAVL,0.4583333333333333
Adult/L4,all,high,proximal,SAAVR,0.2972972972972973
Adult/L4,all,high,proximal,SDQL,0.175
Adult/L4,all,high,proximal,SDQR,0.2894736842105263
Adult/L4,all,high,proximal,SIADL,0.3181818181818182
Adult/L4,all,high,proximal,SIADR,0.34210526315789475
Adult/L4,all,high,proximal,SIAVL,0.25
Adult/L4,all,high,proximal,SIAVR,0.3548387096774194
Adult/L4,all,high,proximal,SIBDL,0.3181818181818182
